Economy,Year,Ease of Doing Business Rank,Starting a Business - Rank,Starting a Business - Procedures (number),Starting a Business - Time (days),Starting a Business - Cost (% of income per capita),Starting a Business - Paid-in Min. Capital (% of income per capita),Dealing with Construction Permits - Rank,Dealing with Construction Permits - Procedures (number),Dealing with Construction Permits - Time (days),Dealing with Construction Permits - Cost (% of income per capita),Getting Electricity - Rank,Getting Electricity - Procedures (number),Getting Electricity - Time (days),Getting Electricity - Cost (% of income per capita),Registering Property - Rank,Registering Property - Procedures (number),Registering Property - Time (days),Registering Property - Cost (% of property value),Getting Credit - Rank,Getting Credit - Strength of legal rights index (0-10),Getting Credit - Depth of credit information index (0-6),Getting Credit - Public registry coverage (% of adults),Getting Credit - Private bureau coverage (% of adults),Protecting Investors - Rank,Protecting Investors - Extent of disclosure index (0-10),Protecting Investors - Extent of director liability index (0-10),Protecting Investors - Ease of shareholder suits index (0-10),Protecting Investors - Strength of investor protection index (0-10),Paying Taxes - Rank,Paying Taxes - Payments (number per year),Paying Taxes - Time (hours per year),Paying Taxes - Profit tax (%),Paying Taxes - Labor tax and contributions (%),Paying Taxes - Other taxes (%),Paying Taxes - Total tax rate (% profit),Trading Across Borders - Rank,Trading Across Borders - Documents to export (number),Trading Across Borders - Time to export (days),Trading Across Borders - Cost to export (US$ per container),Trading Across Borders - Documents to import (number),Trading Across Borders - Time to import (days),Trading Across Borders - Cost to import (US$ per container),Enforcing Contracts - Rank,Enforcing Contracts - Time (days),Enforcing Contracts - Cost (% of claim),Enforcing Contracts - Procedures (number),Resolving Insolvency - Rank,Resolving Insolvency - Time (years),Resolving Insolvency - Cost (% of estate),Resolving Insolvency - Recovery rate (cents on the dollar)
"Bahamas, The",DB2008,..,..,7,31,10.3,0,..,17,181,33.9,..,..,..,..,..,7,272,12.5,..,9,0,..,..,..,2,5,7,4.7,..,18,58,..,..,..,46.1,..,5,16,930,5,13,"1,380",..,427,28.9,49,..,5,4,54.7
"Bahamas, The",DB2009,..,..,7,31,9.8,0,..,17,181,32.5,..,..,..,..,..,7,272,12.5,..,9,0,0,0,..,2,5,7,4.7,..,18,58,..,..,..,46.1,..,5,16,930,5,13,"1,380",..,427,28.9,49,..,5,4,54.7
"Bahamas, The",DB2010,..,..,7,31,8.5,0,..,17,181,28.1,..,8,69,95.4,..,7,272,12.5,..,9,0,0,0,..,2,5,7,4.7,..,18,58,..,..,..,46.1,..,5,16,930,5,13,"1,380",..,427,28.9,49,..,5,4,54.7
"Bahamas, The",DB2011,82,65,7,31,9.1,0,75,17,181,29.9,101,8,69,101.5,175,7,122,12.5,75,9,0,0,0,108,2,5,7,4.7,50,18,58,..,..,..,46.1,49,5,19,930,5,13,"1,380",120,427,28.9,49,34,5,4,54.7
"Bahamas, The",DB2012,85,73,7,31,8.7,0,79,17,181,29.5,105,8,69,99.9,177,7,122,14.1,78,9,0,0,0,111,2,5,7,4.7,56,18,58,0,6.1,41.7,47.7,48,5,19,930,5,13,"1,405",123,427,28.9,49,34,5,4,54.7
Bahrain,DB2004,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Bahrain,DB2005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Bahrain,DB2006,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Bahrain,DB2007,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Bahrain,DB2008,..,..,7,9,0.7,255.9,..,13,57,71.6,..,..,..,..,..,2,31,0.9,..,4,3,..,..,..,8,4,4,5.3,..,25,36,..,..,..,15,..,6,14,805,7,15,845,..,635,14.7,48,..,2.5,10,63.2
Bahrain,DB2009,..,..,7,9,0.6,210.1,..,13,57,58.8,..,..,..,..,..,2,31,0.9,..,4,3,0,35.8,..,8,4,4,5.3,..,25,36,..,..,..,15,..,6,14,805,7,15,845,..,635,14.7,48,..,2.5,10,63.2
Bahrain,DB2010,..,..,7,9,0.5,195.2,..,12,43,6.8,..,5,90,47.8,..,2,31,0.9,..,4,3,0,34.9,..,8,4,4,5.3,..,25,36,..,..,..,15,..,6,14,955,7,15,995,..,635,14.7,48,..,2.5,10,63.2
Bahrain,DB2011,33,78,7,9,0.8,273.4,5,12,43,11.3,49,5,90,67,28,2,31,2.7,116,4,3,0,35.9,74,8,4,4,5.3,16,25,36,..,..,..,15,51,6,11,955,7,15,995,116,635,14.7,48,26,2.5,10,64.2
Bahrain,DB2012,38,82,7,9,0.7,259.8,7,12,43,10.7,49,5,90,63.6,30,2,31,2.7,126,4,3,0,40,79,8,4,4,5.3,18,25,36,0,14.7,0.4,15,49,6,11,955,7,15,995,114,635,14.7,48,25,2.5,10,66
Bangladesh,DB2004,..,..,8,50,63.9,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,442",63.3,41,..,4,8,23.2
Bangladesh,DB2005,..,..,8,50,62.9,0,..,..,..,..,..,..,..,..,..,8,425,11.1,..,7,2,0.7,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,442",63.3,41,..,4,8,23.2
Bangladesh,DB2006,..,..,8,50,56.1,0,..,11,241,294.7,..,..,..,..,..,8,425,11,..,7,2,0.4,0,..,6,7,7,6.7,..,21,400,..,..,..,35.3,..,6,35,902,8,57,"1,287",..,"1,442",63.3,41,..,4,8,24.2
Bangladesh,DB2007,..,..,8,50,52.1,0,..,11,241,273.2,..,..,..,..,..,8,425,10.3,..,7,2,0.6,0,..,6,7,7,6.7,..,21,400,..,..,..,35.3,..,6,35,902,8,57,"1,287",..,"1,442",63.3,41,..,4,8,24.9
Bangladesh,DB2008,..,..,8,74,46.2,0,..,11,241,239.2,..,..,..,..,..,8,425,10.3,..,7,2,0.7,0,..,6,7,7,6.7,..,21,400,..,..,..,37,..,6,28,844,8,32,"1,148",..,"1,442",63.3,41,..,4,8,23.2
Bangladesh,DB2009,..,..,7,73,25.7,0,..,11,201,221.5,..,..,..,..,..,8,245,10.4,..,7,2,0.6,0,..,6,7,7,6.7,..,21,302,..,..,..,36.1,..,6,28,905,8,32,"1,290",..,"1,442",63.3,41,..,4,8,23.2
Bangladesh,DB2010,..,..,7,44,36.2,0,..,11,201,194,..,7,109,"4,453.50",..,8,245,10.2,..,7,2,0.9,0,..,6,7,7,6.7,..,21,302,..,..,..,35,..,6,25,905,8,29,"1,290",..,"1,442",63.3,41,..,4,8,23.2
Bangladesh,DB2011,118,80,7,19,33.3,0,79,11,201,168.1,168,7,109,"3,838.10",172,8,245,6.6,75,7,2,0.6,0,21,6,7,7,6.7,96,21,302,..,..,..,35,111,6,25,920,8,31,"1,305",180,"1,442",63.3,41,108,4,8,25.8
Bangladesh,DB2012,122,86,7,19,30.6,0,82,11,201,154.5,182,7,372,"3,526.10",173,8,245,6.6,78,7,2,0.6,0,24,6,7,7,6.7,100,21,302,25.7,0,9.2,35,115,6,25,965,8,31,"1,370",180,"1,442",63.3,41,107,4,8,25.8
Belarus,DB2004,..,..,16,79,18.6,62.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,250,17.4,28,..,5.8,22,12.9
Belarus,DB2005,..,..,16,79,25.3,44.3,..,..,..,..,..,..,..,..,..,7,231,0.2,..,3,3,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,250,17.4,28,..,5.8,22,15.4
Belarus,DB2006,..,..,16,79,31.9,42.8,..,15,339,134.1,..,..,..,..,..,7,231,0.1,..,3,3,..,0,..,1,3,8,4,..,125,987,..,..,..,137.5,..,9,22,"1,672",10,38,"2,067",..,225,23.4,28,..,5.8,22,21.6
Belarus,DB2007,..,..,16,69,26.1,36.4,..,15,339,105.5,..,..,..,..,..,7,231,0.1,..,2,3,..,0,..,1,3,8,4,..,125,987,..,..,..,137.5,..,9,22,"1,672",10,38,"2,067",..,225,23.4,28,..,5.8,22,31.8
Belarus,DB2008,..,..,10,48,8.8,29.7,..,15,339,92.9,..,..,..,..,..,7,231,0.1,..,2,3,1.1,0,..,5,1,8,4.7,..,124,987,..,..,..,120.8,..,9,22,"1,672",10,38,"2,067",..,225,23.4,28,..,5.8,22,33.2
Belarus,DB2009,..,..,8,31,7.8,12.4,..,15,199,62.8,..,..,..,..,..,4,21,0,..,2,5,2.4,0,..,5,1,8,4.7,..,112,987,..,..,..,117.5,..,9,18,"1,772",10,35,"2,115",..,225,23.4,28,..,5.8,22,33.4
Belarus,DB2010,..,..,5,6,1.7,0,..,13,150,52.7,..,7,254,"1,463.40",..,3,18,0,..,2,5,23.4,0,..,5,1,8,4.7,..,107,900,..,..,..,99.7,..,9,16,"1,772",10,31,"2,115",..,225,23.4,28,..,5.8,22,33.4
Belarus,DB2011,91,7,5,5,1.6,0,45,13,140,49.9,174,7,254,"1,383.00",6,3,15,0,96,3,5,33.5,0,108,5,1,8,4.7,183,82,798,..,..,..,80.4,152,9,15,"1,772",10,30,"2,115",11,225,23.4,28,98,5.8,22,28
Belarus,DB2012,69,9,5,5,1.3,0,44,13,140,41,175,7,254,"1,383.80",4,2,10,0,98,3,5,49.5,0,79,7,1,8,5.3,156,18,654,20.2,39,3.5,62.8,152,9,15,"2,210",10,30,"2,615",14,275,23.4,29,82,5.8,22,33.5
Belgium,DB2004,..,..,7,56,11.1,24.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,505,17.7,28,..,0.9,4,86
Belgium,DB2005,..,..,4,34,11.3,23.5,..,..,..,..,..,..,..,..,..,7,132,12.8,..,7,4,53.3,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,505,17.7,28,..,0.9,4,86.5
Belgium,DB2006,..,..,4,34,11.1,22.6,..,12,169,61.6,..,..,..,..,..,7,132,12.8,..,7,4,55.3,0,..,8,6,7,7,..,11,156,..,..,..,60.2,..,4,8,"1,410",5,9,"1,600",..,505,17.7,28,..,0.9,4,86.6
Belgium,DB2007,..,..,4,27,5.8,21.8,..,12,169,59.4,..,..,..,..,..,7,132,12.7,..,7,4,56.2,0,..,8,6,7,7,..,11,156,..,..,..,60,..,4,8,"1,410",5,9,"1,600",..,505,17.7,28,..,0.9,4,86.4
Belgium,DB2008,..,..,3,4,5.3,20.1,..,12,169,54.8,..,..,..,..,..,7,132,12.7,..,7,4,57.2,0,..,8,6,7,7,..,11,156,..,..,..,58,..,4,8,"1,410",5,9,"1,600",..,505,17.7,28,..,0.9,4,85.5
Belgium,DB2009,..,..,3,4,5.2,19.9,..,12,169,56.5,..,..,..,..,..,7,132,12.7,..,7,4,57.7,0,..,8,6,7,7,..,11,156,..,..,..,58.1,..,4,8,"1,429",5,9,"1,600",..,505,17.7,26,..,0.9,4,86.3
Belgium,DB2010,..,..,3,4,5.3,19.4,..,12,169,55,..,6,88,91,..,7,79,12.7,..,7,4,56.5,0,..,8,6,7,7,..,11,156,..,..,..,57.3,..,4,8,"1,429",5,9,"1,600",..,505,17.7,26,..,0.9,4,86.3
Belgium,DB2011,27,32,3,4,5.4,19.6,51,12,169,55.5,86,6,88,96.7,177,8,79,12.7,45,7,4,57.2,0,16,8,6,7,7,75,11,156,..,..,..,57,40,4,8,"1,429",5,9,"1,600",21,505,17.7,26,8,0.9,4,87.6
Belgium,DB2012,28,36,3,4,5.2,18.9,51,12,169,53.6,87,6,88,95.3,174,8,64,12.7,48,7,4,72.6,0,17,8,6,7,7,77,11,156,5.2,50.4,1.7,57.3,36,4,8,"1,429",5,8,"1,600",20,505,17.7,26,8,0.9,4,87.3
Belize,DB2004,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Belize,DB2005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Belize,DB2006,..,..,9,45,59.5,0,..,8,91,19.2,..,..,..,..,..,8,60,4.7,..,8,0,..,..,..,3,4,6,4.3,..,41,147,..,..,..,34.7,..,6,21,"1,495",6,21,"1,635",..,990,27.5,51,..,1,23,63.5
Belize,DB2007,..,..,9,45,57.5,0,..,8,91,18.6,..,..,..,..,..,8,60,4.7,..,8,0,0,0,..,3,4,6,4.3,..,41,147,..,..,..,34.8,..,6,21,"1,495",6,21,"1,635",..,892,27.5,51,..,1,23,63.6
Belize,DB2008,..,..,9,44,53.1,0,..,8,91,17.1,..,..,..,..,..,8,60,4.7,..,8,0,0,0,..,3,4,6,4.3,..,41,147,..,..,..,34.8,..,6,21,"1,495",6,21,"1,635",..,892,27.5,51,..,1,23,63.5
Belize,DB2009,..,..,9,44,51.1,0,..,8,91,16.5,..,..,..,..,..,8,60,4.7,..,8,0,0,0,..,3,4,6,4.3,..,40,147,..,..,..,33.2,..,6,21,"1,505",6,21,"1,650",..,892,27.5,51,..,1,23,63.4
Belize,DB2010,..,..,9,44,45.5,0,..,8,91,16.3,..,5,66,341.9,..,8,60,4.8,..,8,0,0,0,..,3,4,6,4.3,..,40,147,..,..,..,33.2,..,6,21,"1,505",6,21,"1,650",..,892,27.5,51,..,1,23,63.4
Belize,DB2011,92,147,9,44,47.9,0,9,8,91,27.2,50,5,66,369.4,135,8,60,4.8,96,8,0,0,0,120,3,4,6,4.3,73,40,147,..,..,..,33.2,106,6,21,"1,505",6,21,"1,650",168,892,27.5,51,28,1,23,63.6
Belize,DB2012,93,152,9,44,51.2,0,9,8,91,29.1,53,5,66,395.4,137,8,60,4.7,98,8,0,0,0,122,3,4,6,4.3,55,29,147,0,7,26.1,33.2,107,6,21,"1,505",6,21,"1,650",168,892,27.5,51,29,1,23,63.7
Benin,DB2004,..,..,7,32,148,352.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,825,64.7,42,..,4,15,5.4
Benin,DB2005,..,..,7,31,173.5,333.4,..,..,..,..,..,..,..,..,..,4,120,12.1,..,3,1,0.2,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,825,64.7,42,..,4,15,9.2
Benin,DB2006,..,..,7,31,168.2,323.1,..,12,384,158.9,..,..,..,..,..,4,120,15.9,..,3,1,3.5,0,..,6,1,3,3.3,..,58,270,..,..,..,75.8,..,7,34,965,8,38,"1,202",..,825,64.7,42,..,4,15,5.4
Benin,DB2007,..,..,7,31,211,379.1,..,12,384,186.5,..,..,..,..,..,4,120,15.9,..,3,1,10.3,0,..,6,1,3,3.3,..,58,270,..,..,..,75.8,..,7,34,965,8,38,"1,202",..,825,64.7,42,..,4,15,23.7
Benin,DB2008,..,..,7,31,197.1,354.2,..,12,384,174.2,..,..,..,..,..,4,120,11.9,..,3,1,7.8,0,..,6,1,3,3.3,..,55,270,..,..,..,73.3,..,7,34,965,8,38,"1,202",..,825,64.7,42,..,4,15,22.6
Benin,DB2009,..,..,7,31,198.1,347,..,12,462,164.1,..,..,..,..,..,4,120,11.9,..,3,1,10.5,0,..,6,1,3,3.3,..,55,270,..,..,..,73.2,..,7,32,"1,035",8,37,"1,393",..,825,64.7,42,..,4,22,16.7
Benin,DB2010,..,..,7,31,157.3,290.8,..,12,462,137.5,..,5,172,"15,016.70",..,4,120,11.8,..,3,1,10.9,0,..,6,1,3,3.3,..,55,270,..,..,..,73.3,..,7,30,"1,049",8,32,"1,400",..,825,64.7,42,..,4,22,16.7
Benin,DB2011,173,158,7,31,154.3,285.3,116,12,372,134.9,144,4,172,"15,452.00",130,4,120,11.8,152,3,1,10.4,0,153,6,1,3,3.3,167,55,270,..,..,..,66,128,7,30,"1,049",8,32,"1,400",177,825,64.7,42,124,4,22,20.2
Benin,DB2012,175,154,6,29,149.9,280.4,117,12,372,132.6,140,4,158,"15,205.30",130,4,120,11.8,126,6,1,10.7,0,155,6,1,3,3.3,170,55,270,14.8,27.3,23.9,66,129,7,30,"1,049",8,32,"1,496",176,795,64.7,42,127,4,22,20.2
Bhutan,DB2004,..,..,10,62,11.9,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,275,93.7,47,..,no practice,no practice,0
Bhutan,DB2005,..,..,10,62,20.7,0,..,..,..,..,..,..,..,..,..,3,92,5,..,3,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,275,93.7,47,..,no practice,no practice,0
Bhutan,DB2006,..,..,10,62,19.9,0,..,22,180,302.4,..,..,..,..,..,3,92,5,..,3,0,0,0,..,4,3,4,3.7,..,6,274,..,..,..,40.8,..,8,38,"1,150",12,38,"2,080",..,275,93.7,47,..,no practice,no practice,0
Bhutan,DB2007,..,..,10,62,16.6,0,..,22,180,253.2,..,..,..,..,..,3,92,5,..,3,0,0,0,..,4,3,4,3.7,..,6,274,..,..,..,40.8,..,8,38,"1,150",12,38,"2,080",..,275,0.1,47,..,no practice,no practice,0
Bhutan,DB2008,..,..,8,48,10.4,0,..,22,180,157.8,..,..,..,..,..,3,92,5,..,3,0,0,0,..,4,3,4,3.7,..,6,274,..,..,..,40.8,..,8,38,"1,150",12,38,"2,080",..,275,0.1,47,..,no practice,no practice,0
Bhutan,DB2009,..,..,8,46,8.5,0,..,22,180,129.1,..,..,..,..,..,3,92,5,..,3,0,0,0,..,4,3,4,3.7,..,6,274,..,..,..,40.8,..,8,38,"1,210",12,38,"2,140",..,225,0.1,47,..,no practice,no practice,0
Bhutan,DB2010,..,..,8,46,8,0,..,22,180,121.5,..,6,101,"1,416.40",..,3,92,5,..,3,0,0,0,..,4,3,4,3.7,..,6,274,..,..,..,40.8,..,8,38,"1,210",12,38,"2,140",..,225,0.1,47,..,no practice,no practice,0
Bhutan,DB2011,146,84,8,46,7.2,0,128,22,180,108.2,142,6,101,"1,261.10",83,3,92,5,170,3,0,0,0,145,4,3,4,3.7,65,6,274,..,..,..,40.8,168,8,38,"2,230",12,38,"2,805",35,225,0.1,47,183,no practice,no practice,0
Bhutan,DB2012,142,83,8,36,7.2,0,135,22,180,108.6,145,6,101,"1,265.40",83,3,92,5,126,3,4,6.4,0,147,4,3,4,3.7,67,6,274,36.3,0,4.4,40.8,169,8,38,"2,230",12,38,"2,805",35,225,0.1,47,183,no practice,no practice,0
Bolivia,DB2004,..,..,15,60,184.4,4.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,591,33.2,40,..,1.8,15,35.4
Bolivia,DB2005,..,..,15,60,182.3,4.6,..,..,..,..,..,..,..,..,..,7,92,5.1,..,1,5,9.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,591,33.2,40,..,1.8,15,35.2
Bolivia,DB2006,..,..,15,50,162.2,4.1,..,14,191,138.7,..,..,..,..,..,7,92,5,..,1,5,10.3,24.6,..,1,5,6,4,..,42,"1,080",..,..,..,80,..,8,24,"1,110",7,36,"1,452",..,591,33.2,40,..,1.8,15,36.9
Bolivia,DB2007,..,..,15,50,150.1,3.8,..,14,191,130.3,..,..,..,..,..,7,92,5,..,1,6,11.5,20.3,..,1,5,6,4,..,42,"1,080",..,..,..,80,..,8,24,"1,110",7,36,"1,452",..,591,33.2,40,..,1.8,15,37.6
Bolivia,DB2008,..,..,15,50,134.1,3.4,..,14,249,116.4,..,..,..,..,..,7,92,4.9,..,1,6,12.1,22.6,..,1,5,6,4,..,42,"1,080",..,..,..,80,..,8,24,"1,110",7,36,"1,452",..,591,33.2,40,..,1.8,15,38.7
Bolivia,DB2009,..,..,15,50,112.4,2.8,..,14,249,96.4,..,..,..,..,..,7,92,4.9,..,1,6,11.9,29.7,..,1,5,6,4,..,42,"1,080",..,..,..,80,..,8,19,"1,425",7,23,"1,747",..,591,33.2,40,..,1.8,15,37.3
Bolivia,DB2010,..,..,15,50,99.2,2.5,..,14,249,85.1,..,8,42,"1,450.10",..,7,92,4.8,..,1,6,11.6,33.9,..,1,5,6,4,..,42,"1,080",..,..,..,80,..,8,19,"1,425",7,23,"1,747",..,591,33.2,40,..,1.8,15,37.3
Bolivia,DB2011,147,167,15,50,100.8,2.5,104,14,249,86.4,123,8,42,"1,297.30",137,7,92,4.8,116,1,6,11.3,31.4,131,1,5,6,4,177,42,"1,080",..,..,..,80,124,8,19,"1,425",7,23,"1,747",135,591,33.2,40,61,1.8,15,39.3
Bolivia,DB2012,153,169,15,50,90.4,2.3,107,14,249,77.5,124,8,42,"1,181.20",138,7,92,4.8,126,1,6,11.8,35.9,133,1,5,6,4,179,42,"1,080",0,15.5,64.6,80,126,8,19,"1,425",7,23,"1,747",135,591,33.2,40,65,1.8,15,39.3
Bosnia and Herzegovina,DB2004,..,..,12,68,47.3,339.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,895,38.4,41,..,3.3,8,32.7
Bosnia and Herzegovina,DB2005,..,..,12,63,45.3,65,..,..,..,..,..,..,..,..,..,7,331,6,..,3,5,0,15.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,595,38.4,38,..,3.3,8,32.7
Bosnia and Herzegovina,DB2006,..,..,12,63,40.1,57.4,..,15,482,"1,054.30",..,..,..,..,..,7,331,6,..,5,5,0,19.3,..,3,6,6,5,..,40,368,..,..,..,44.1,..,6,22,"1,150",8,25,"1,150",..,595,38.4,38,..,3.3,9,32.6
Bosnia and Herzegovina,DB2007,..,..,12,63,36.3,52,..,15,467,955.5,..,..,..,..,..,7,331,5,..,5,5,0,22.9,..,3,6,6,5,..,40,368,..,..,..,44.1,..,6,22,"1,150",8,25,"1,150",..,595,38.4,37,..,3.3,9,34.3
Bosnia and Herzegovina,DB2008,..,..,12,63,30.1,43,..,15,467,789,..,..,..,..,..,7,331,5,..,5,5,0,63.7,..,3,6,6,5,..,40,368,..,..,..,44.1,..,8,19,"1,030",9,18,985,..,595,38.4,37,..,3.3,9,35.5
Bosnia and Herzegovina,DB2009,..,..,12,69,30.8,36.3,..,18,298,"1,366.40",..,..,..,..,..,7,128,5.2,..,5,5,0,69.2,..,3,6,6,5,..,40,428,..,..,..,44.1,..,8,16,"1,070",9,16,"1,035",..,595,38.4,37,..,3.3,9,35.9
Bosnia and Herzegovina,DB2010,..,..,12,69,15.8,29.8,..,18,255,"1,128.30",..,10,134,276.7,..,7,84,5.2,..,5,5,23.2,64.3,..,3,6,6,5,..,40,422,..,..,..,27.1,..,8,16,"1,125",9,16,"1,090",..,595,38.4,37,..,3.3,9,35.9
Bosnia and Herzegovina,DB2011,127,161,12,64,17.7,30.5,173,18,255,"1,155.00",157,8,125,516.4,101,7,33,5.3,64,5,5,30.2,47.2,93,3,6,6,5,108,40,422,..,..,..,23,109,8,16,"1,240",9,16,"1,200",125,595,40.4,37,78,3.3,9,34.7
Bosnia and Herzegovina,DB2012,125,162,12,40,17,29.4,163,18,181,"1,112.90",157,8,125,497.6,100,7,33,5.3,67,5,5,35.3,39.6,97,3,6,6,5,110,40,422,7.1,12.6,5.3,25,108,8,15,"1,240",9,16,"1,200",125,595,40.4,37,80,3.3,9,35
Botswana,DB2004,..,..,11,108,11.6,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,987,28.1,29,..,2.2,15,53.4
Botswana,DB2005,..,..,11,108,11.3,0,..,..,..,..,..,..,..,..,..,4,18,4.9,..,7,4,0,30.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,987,28.1,29,..,2.2,15,53.6
Botswana,DB2006,..,..,11,108,10.9,0,..,21,115,234,..,..,..,..,..,4,18,4.9,..,7,4,0,30.8,..,8,2,3,4.3,..,19,140,..,..,..,17.2,..,6,33,"2,328",8,43,"2,595",..,987,28.1,29,..,2.2,15,54.4
Botswana,DB2007,..,..,11,108,10.6,0,..,22,145,400.6,..,..,..,..,..,4,11,4.9,..,7,4,0,43.2,..,8,2,3,4.3,..,19,140,..,..,..,17.2,..,6,33,"2,328",8,43,"2,595",..,987,28.1,29,..,1.7,15,60.3
Botswana,DB2008,..,..,11,108,9.9,0,..,22,145,299.1,..,..,..,..,..,4,11,4.9,..,7,4,0,58.3,..,8,2,3,4.3,..,19,140,..,..,..,17.2,..,6,33,"2,328",8,43,"2,595",..,987,28.1,29,..,1.7,15,59.8
Botswana,DB2009,..,..,10,78,2.3,0,..,22,145,289.4,..,..,..,..,..,4,11,4.9,..,7,4,0,52.9,..,7,8,3,6,..,19,140,..,..,..,17.1,..,6,31,"2,508",8,42,"3,064",..,987,28.1,29,..,1.7,15,60.3
Botswana,DB2010,..,..,10,61,2.1,0,..,22,145,228.5,..,5,121,465.2,..,5,16,5,..,7,4,0,51.9,..,7,8,3,6,..,19,140,..,..,..,17.1,..,6,30,"2,810",8,41,"3,264",..,687,28.1,29,..,1.7,15,60.3
Botswana,DB2011,52,92,10,61,2.2,0,133,22,145,245.4,89,5,121,495.3,44,5,16,5,45,7,4,0,57.6,44,7,8,3,6,20,19,152,..,..,..,19.5,150,6,28,"3,010",8,41,"3,390",68,625,28.1,29,27,1.7,15,63.7
Botswana,DB2012,54,90,10,61,1.8,0,132,22,145,203,91,5,121,408.9,50,5,16,5,48,7,4,0,59.6,46,7,8,3,6,22,19,152,15.9,0,3.6,19.4,150,6,28,"3,185",8,41,"3,420",65,625,28.1,28,28,1.7,15,64.5
Brazil,DB2004,..,..,17,152,13.1,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,751,16.5,46,..,10,9,0.2
Brazil,DB2005,..,..,17,152,11.7,0,..,..,..,..,..,..,..,..,..,14,47,3.1,..,3,5,7.8,42.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,751,16.5,46,..,10,9,0.2
Brazil,DB2006,..,..,17,152,10.1,0,..,17,375,63.8,..,..,..,..,..,14,47,2.5,..,3,5,9.6,53.6,..,6,7,3,5.3,..,10,"2,600",..,..,..,69.1,..,7,18,630,8,24,"1,090",..,731,16.5,45,..,10,9,0.4
Brazil,DB2007,..,..,15,149,9.9,0,..,17,375,62.2,..,..,..,..,..,13,46,2.8,..,3,5,16.9,43,..,6,7,3,5.3,..,10,"2,600",..,..,..,69.1,..,7,18,630,8,24,"1,090",..,731,16.5,45,..,4,12,12.1
Brazil,DB2008,..,..,16,149,10.4,0,..,17,469,59.4,..,..,..,..,..,13,44,2.8,..,3,5,17.1,46.4,..,6,7,3,5.3,..,10,"2,600",..,..,..,69.1,..,7,18,825,8,22,"1,185",..,731,16.5,45,..,4,12,14.6
